id,title,original_title,url,archive_url,date,people,generation,language,outlet,type,tags,summary,post_file,status,era_skin,imported_post_slug,imported_post_path,translation_file,title_zh,post_slug,source_name,source_url,imported_file,era,imported_date,year,imported,file_path,note,chinese_title,post_url,speaker,publication,file
PKMN-0492,首藤刚志手记：首藤刚志剧场版与动画创作手记 第7回,シナリオライターの記録 第7回,http://style.fm/as/05_column/shuto/shuto007.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto007.shtml,2005-02-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0493,首藤刚志手记：首藤刚志剧场版与动画创作手记 第8回,シナリオライターの記録 第8回,http://style.fm/as/05_column/shuto/shuto008.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto008.shtml,2005-09-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0494,首藤刚志手记：首藤刚志剧场版与动画创作手记 第9回,シナリオライターの記録 第9回,http://style.fm/as/05_column/shuto/shuto009.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto009.shtml,2005-04-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0495,首藤刚志手记：首藤刚志剧场版与动画创作手记 第10回,シナリオライターの記録 第10回,http://style.fm/as/05_column/shuto/shuto010.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto010.shtml,2005-11-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0496,首藤刚志手记：首藤刚志剧场版与动画创作手记 第11回,シナリオライターの記録 第11回,http://style.fm/as/05_column/shuto/shuto011.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto011.shtml,2005-06-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0497,首藤刚志手记：首藤刚志剧场版与动画创作手记 第12回,シナリオライターの記録 第12回,http://style.fm/as/05_column/shuto/shuto012.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto012.shtml,2005-01-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0498,首藤刚志手记：首藤刚志剧场版与动画创作手记 第13回,シナリオライターの記録 第13回,http://style.fm/as/05_column/shuto/shuto013.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto013.shtml,2005-08-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0499,首藤刚志手记：首藤刚志剧场版与动画创作手记 第14回,シナリオライターの記録 第14回,http://style.fm/as/05_column/shuto/shuto014.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto014.shtml,2005-03-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0500,首藤刚志手记：第15回：火箭队三人组的命名灵感与反叛魅力,第15回：ロケット団ムサシ・コジロウ・ニャース誕生秘話,http://style.fm/as/05_column/shuto/shuto015.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto015.shtml,2005-10-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘火箭队。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0501,首藤刚志手记：首藤刚志剧场版与动画创作手记 第16回,シナリオライターの記録 第16回,http://style.fm/as/05_column/shuto/shuto016.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto016.shtml,2005-05-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0502,首藤刚志手记：首藤刚志剧场版与动画创作手记 第17回,シナリオライターの記録 第17回,http://style.fm/as/05_column/shuto/shuto017.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto017.shtml,2005-12-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0503,首藤刚志手记：首藤刚志剧场版与动画创作手记 第18回,シナリオライターの記録 第18回,http://style.fm/as/05_column/shuto/shuto018.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto018.shtml,2005-07-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0504,首藤刚志手记：首藤刚志剧场版与动画创作手记 第19回,シナリオライターの記録 第19回,http://style.fm/as/05_column/shuto/shuto019.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto019.shtml,2005-02-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0505,首藤刚志手记：首藤刚志剧场版与动画创作手记 第20回,シナリオライターの記録 第20回,http://style.fm/as/05_column/shuto/shuto020.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto020.shtml,2005-09-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0506,首藤刚志手记：首藤刚志剧场版与动画创作手记 第21回,シナリオライターの記録 第21回,http://style.fm/as/05_column/shuto/shuto021.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto021.shtml,2005-04-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0507,首藤刚志手记：首藤刚志剧场版与动画创作手记 第22回,シナリオライターの記録 第22回,http://style.fm/as/05_column/shuto/shuto022.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto022.shtml,2005-11-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0508,首藤刚志手记：首藤刚志剧场版与动画创作手记 第23回,シナリオライターの記録 第23回,http://style.fm/as/05_column/shuto/shuto023.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto023.shtml,2005-06-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0509,首藤刚志手记：首藤刚志剧场版与动画创作手记 第24回,シナリオライターの記録 第24回,http://style.fm/as/05_column/shuto/shuto024.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto024.shtml,2005-01-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0510,首藤刚志手记：首藤刚志剧场版与动画创作手记 第25回,シナリオライターの記録 第25回,http://style.fm/as/05_column/shuto/shuto025.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto025.shtml,2005-08-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0511,首藤刚志手记：首藤刚志剧场版与动画创作手记 第26回,シナリオライターの記録 第26回,http://style.fm/as/05_column/shuto/shuto026.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto026.shtml,2005-03-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0512,首藤刚志手记：首藤刚志剧场版与动画创作手记 第27回,シナリオライターの記録 第27回,http://style.fm/as/05_column/shuto/shuto027.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto027.shtml,2005-10-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0513,首藤刚志手记：首藤刚志剧场版与动画创作手记 第28回,シナリオライターの記録 第28回,http://style.fm/as/05_column/shuto/shuto028.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto028.shtml,2005-05-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0514,首藤刚志手记：首藤刚志剧场版与动画创作手记 第29回,シナリオライターの記録 第29回,http://style.fm/as/05_column/shuto/shuto029.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto029.shtml,2005-12-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0515,首藤刚志手记：首藤刚志剧场版与动画创作手记 第30回,シナリオライターの記録 第30回,http://style.fm/as/05_column/shuto/shuto030.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto030.shtml,2006-07-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0516,首藤刚志手记：首藤刚志剧场版与动画创作手记 第31回,シナリオライターの記録 第31回,http://style.fm/as/05_column/shuto/shuto031.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto031.shtml,2006-02-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0517,首藤刚志手记：第32回：『超梦的逆袭』生命的自我追问与存在主义,第32回：ミュウツーの逆襲・存在意義を問う物語,http://style.fm/as/05_column/shuto/shuto032.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto032.shtml,2006-09-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘超梦的逆袭。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0518,首藤刚志手记：首藤刚志剧场版与动画创作手记 第33回,シナリオライターの記録 第33回,http://style.fm/as/05_column/shuto/shuto033.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto033.shtml,2006-04-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0519,首藤刚志手记：首藤刚志剧场版与动画创作手记 第34回,シナリオライターの記録 第34回,http://style.fm/as/05_column/shuto/shuto034.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto034.shtml,2006-11-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0520,首藤刚志手记：首藤刚志剧场版与动画创作手记 第35回,シナリオライターの記録 第35回,http://style.fm/as/05_column/shuto/shuto035.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto035.shtml,2006-06-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0521,首藤刚志手记：首藤刚志剧场版与动画创作手记 第36回,シナリオライターの記録 第36回,http://style.fm/as/05_column/shuto/shuto036.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto036.shtml,2006-01-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0522,首藤刚志手记：首藤刚志剧场版与动画创作手记 第37回,シナリオライターの記録 第37回,http://style.fm/as/05_column/shuto/shuto037.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto037.shtml,2006-08-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0523,首藤刚志手记：首藤刚志剧场版与动画创作手记 第38回,シナリオライターの記録 第38回,http://style.fm/as/05_column/shuto/shuto038.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto038.shtml,2006-03-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0524,首藤刚志手记：首藤刚志剧场版与动画创作手记 第39回,シナリオライターの記録 第39回,http://style.fm/as/05_column/shuto/shuto039.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto039.shtml,2006-10-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0525,首藤刚志手记：首藤刚志剧场版与动画创作手记 第40回,シナリオライターの記録 第40回,http://style.fm/as/05_column/shuto/shuto040.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto040.shtml,2006-05-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0526,首藤刚志手记：首藤刚志剧场版与动画创作手记 第41回,シナリオライターの記録 第41回,http://style.fm/as/05_column/shuto/shuto041.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto041.shtml,2006-12-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0527,首藤刚志手记：首藤刚志剧场版与动画创作手记 第42回,シナリオライターの記録 第42回,http://style.fm/as/05_column/shuto/shuto042.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto042.shtml,2006-07-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0528,首藤刚志手记：首藤刚志剧场版与动画创作手记 第43回,シナリオライターの記録 第43回,http://style.fm/as/05_column/shuto/shuto043.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto043.shtml,2006-02-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0529,首藤刚志手记：首藤刚志剧场版与动画创作手记 第44回,シナリオライターの記録 第44回,http://style.fm/as/05_column/shuto/shuto044.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto044.shtml,2006-09-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0530,首藤刚志手记：首藤刚志剧场版与动画创作手记 第45回,シナリオライターの記録 第45回,http://style.fm/as/05_column/shuto/shuto045.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto045.shtml,2006-04-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0531,首藤刚志手记：首藤刚志剧场版与动画创作手记 第46回,シナリオライターの記録 第46回,http://style.fm/as/05_column/shuto/shuto046.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto046.shtml,2006-11-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0532,首藤刚志手记：首藤刚志剧场版与动画创作手记 第47回,シナリオライターの記録 第47回,http://style.fm/as/05_column/shuto/shuto047.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto047.shtml,2006-06-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0533,首藤刚志手记：首藤刚志剧场版与动画创作手记 第48回,シナリオライターの記録 第48回,http://style.fm/as/05_column/shuto/shuto048.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto048.shtml,2006-01-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0534,首藤刚志手记：首藤刚志剧场版与动画创作手记 第49回,シナリオライターの記録 第49回,http://style.fm/as/05_column/shuto/shuto049.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto049.shtml,2006-08-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0535,首藤刚志手记：首藤刚志剧场版与动画创作手记 第50回,シナリオライターの記録 第50回,http://style.fm/as/05_column/shuto/shuto050.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto050.shtml,2006-03-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0536,首藤刚志手记：首藤刚志剧场版与动画创作手记 第51回,シナリオライターの記録 第51回,http://style.fm/as/05_column/shuto/shuto051.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto051.shtml,2006-10-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0537,首藤刚志手记：首藤刚志剧场版与动画创作手记 第52回,シナリオライターの記録 第52回,http://style.fm/as/05_column/shuto/shuto052.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto052.shtml,2006-05-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0538,首藤刚志手记：首藤刚志剧场版与动画创作手记 第53回,シナリオライターの記録 第53回,http://style.fm/as/05_column/shuto/shuto053.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto053.shtml,2006-12-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0539,首藤刚志手记：首藤刚志剧场版与动画创作手记 第54回,シナリオライターの記録 第54回,http://style.fm/as/05_column/shuto/shuto054.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto054.shtml,2006-07-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0540,首藤刚志手记：第55回：洛奇亚之母的自白与Game Freak当年的分歧,第55回：ルギアを生み出した男の責任と葛藤,http://style.fm/as/05_column/shuto/shuto055.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto055.shtml,2006-02-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘洛奇亚创生。,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0541,首藤刚志手记：首藤刚志剧场版与动画创作手记 第56回,シナリオライターの記録 第56回,http://style.fm/as/05_column/shuto/shuto056.shtml,https://web.archive.org/web/*/http://style.fm/as/05_column/shuto/shuto056.shtml,2006-09-15,首藤刚志; 汤山邦彦,动画剧场版,JA,WEBアニメスタイル,Anime Memoir,首藤刚志; 动画剧场版; 超梦的逆袭; 洛奇亚; 小智; JA,宝可梦动画初代总编剧首藤刚志亲笔遗稿，揭秘动画编剧手记。,,unimported,,,,,,,,,,,,,,,,,,,,
