number,lang,month,date,page_url,permalink
146,ja,2009-04,2009-04-16,https://www.gamefreak.co.jp/blog/dir/2009/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%96%e5%9b%9e%e3%83%bb/
146,en,2009-04,2009-04-16,https://www.gamefreak.co.jp/blog/dir_english/2009/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no146
147,ja,2009-04,2009-04-17,https://www.gamefreak.co.jp/blog/dir/2009/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%97%e5%9b%9e%e3%83%bb/
147,en,2009-04,2009-04-17,https://www.gamefreak.co.jp/blog/dir_english/2009/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no147
148,ja,2009-04,2009-04-28,https://www.gamefreak.co.jp/blog/dir/2009/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%98%e5%9b%9e%e3%83%bb/
148,en,2009-04,2009-04-28,https://www.gamefreak.co.jp/blog/dir_english/2009/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no148
149,ja,2009-05,2009-05-27,https://www.gamefreak.co.jp/blog/dir/2009/05/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%99%e5%9b%9e%e3%83%bb/
149,en,2009-05,2009-05-27,https://www.gamefreak.co.jp/blog/dir_english/2009/05/index.html,https://www.gamefreak.co.jp/blog/dir_english/no149
150,ja,2009-06,2009-06-18,https://www.gamefreak.co.jp/blog/dir/2009/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%90%e5%9b%9e%e3%83%bb/
150,en,2009-06,2009-06-18,https://www.gamefreak.co.jp/blog/dir_english/2009/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no150
151,ja,2009-08,2009-08-24,https://www.gamefreak.co.jp/blog/dir/2009/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%91%e5%9b%9e%e3%83%bb/
151,en,2009-08,2009-08-24,https://www.gamefreak.co.jp/blog/dir_english/2009/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no151
152,ja,2009-11,2009-11-16,https://www.gamefreak.co.jp/blog/dir/2009/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%92%e5%9b%9e%e3%83%bb/
152,en,2009-11,2009-11-16,https://www.gamefreak.co.jp/blog/dir_english/2009/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no152
153,ja,2009-11,2009-11-26,https://www.gamefreak.co.jp/blog/dir/2009/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%93%e5%9b%9e%e3%83%bb/
153,en,2009-11,2009-11-26,https://www.gamefreak.co.jp/blog/dir_english/2009/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no153
154,ja,2009-11,2009-11-27,https://www.gamefreak.co.jp/blog/dir/2009/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%94%e5%9b%9e%e3%83%bb/
154,en,2009-11,2009-11-27,https://www.gamefreak.co.jp/blog/dir_english/2009/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no154
155,ja,2010-01,2010-01-06,https://www.gamefreak.co.jp/blog/dir/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%95%e5%9b%9e%e3%83%bb/
155,en,2010-01,2010-01-06,https://www.gamefreak.co.jp/blog/dir_english/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no155
156,ja,2010-01,2010-01-07,https://www.gamefreak.co.jp/blog/dir/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%96%e5%9b%9e%e3%83%bb/
157,ja,2010-01,2010-01-12,https://www.gamefreak.co.jp/blog/dir/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%97%e5%9b%9e%e3%83%bb/
157,en,2010-01,2010-01-12,https://www.gamefreak.co.jp/blog/dir_english/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no157
158,ja,2010-01,2010-01-13,https://www.gamefreak.co.jp/blog/dir/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%98%e5%9b%9e%e3%83%bb/
158,en,2010-01,2010-01-13,https://www.gamefreak.co.jp/blog/dir_english/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no158
159,ja,2010-01,2010-01-29,https://www.gamefreak.co.jp/blog/dir/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%95%ef%bc%99%e5%9b%9e%e3%83%bb/
159,en,2010-01,2010-01-29,https://www.gamefreak.co.jp/blog/dir_english/2010/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no159
160,ja,2010-04,2010-04-09,https://www.gamefreak.co.jp/blog/dir/2010/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%90%e5%9b%9e%e3%83%bb/
160,en,2010-04,2010-04-09,https://www.gamefreak.co.jp/blog/dir_english/2010/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no160
161,ja,2010-05,2010-05-29,https://www.gamefreak.co.jp/blog/dir/2010/05/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%91%e5%9b%9e%e3%83%bb/
161,en,2010-05,2010-05-29,https://www.gamefreak.co.jp/blog/dir_english/2010/05/index.html,https://www.gamefreak.co.jp/blog/dir_english/no161
162,ja,2010-06,2010-06-19,https://www.gamefreak.co.jp/blog/dir/2010/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%92%e5%9b%9e%e3%83%bb/
162,en,2010-06,2010-06-19,https://www.gamefreak.co.jp/blog/dir_english/2010/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no162
163,ja,2010-06,2010-06-28,https://www.gamefreak.co.jp/blog/dir/2010/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%93%e5%9b%9e%e3%83%bb/
163,en,2010-06,2010-06-28,https://www.gamefreak.co.jp/blog/dir_english/2010/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no163
164,ja,2010-07,2010-07-12,https://www.gamefreak.co.jp/blog/dir/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%94%e5%9b%9e%e3%83%bb/
164,en,2010-07,2010-07-12,https://www.gamefreak.co.jp/blog/dir_english/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no164
165,ja,2010-07,2010-07-26,https://www.gamefreak.co.jp/blog/dir/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%95%e5%9b%9e%e3%83%bb/
165,en,2010-07,2010-07-26,https://www.gamefreak.co.jp/blog/dir_english/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no165
166,ja,2010-07,2010-07-28,https://www.gamefreak.co.jp/blog/dir/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%96%e5%9b%9e%e3%83%bb/
166,en,2010-07,2010-07-28,https://www.gamefreak.co.jp/blog/dir_english/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no166
167,ja,2010-07,2010-07-29,https://www.gamefreak.co.jp/blog/dir/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%97%e5%9b%9e%e3%83%bb/
167,en,2010-07,2010-07-29,https://www.gamefreak.co.jp/blog/dir_english/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no167
168,ja,2010-07,2010-07-30,https://www.gamefreak.co.jp/blog/dir/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%98%e5%9b%9e%e3%83%bb/
168,en,2010-07,2010-07-30,https://www.gamefreak.co.jp/blog/dir_english/2010/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no168
169,ja,2010-08,2010-08-02,https://www.gamefreak.co.jp/blog/dir/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%96%ef%bc%99%e5%9b%9e%e3%83%bb/
169,en,2010-08,2010-08-02,https://www.gamefreak.co.jp/blog/dir_english/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no169
170,ja,2010-08,2010-08-03,https://www.gamefreak.co.jp/blog/dir/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%90%e5%9b%9e%e3%83%bb/
170,en,2010-08,2010-08-03,https://www.gamefreak.co.jp/blog/dir_english/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no170
171,ja,2010-08,2010-08-04,https://www.gamefreak.co.jp/blog/dir/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%91%e5%9b%9e%e3%83%bb/
171,en,2010-08,2010-08-04,https://www.gamefreak.co.jp/blog/dir_english/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no171
172,ja,2010-08,2010-08-05,https://www.gamefreak.co.jp/blog/dir/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%92%e5%9b%9e%e3%83%bb/
172,en,2010-08,2010-08-05,https://www.gamefreak.co.jp/blog/dir_english/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no172
173,ja,2010-08,2010-08-06,https://www.gamefreak.co.jp/blog/dir/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%93%e5%9b%9e%e3%83%bb/
173,en,2010-08,2010-08-06,https://www.gamefreak.co.jp/blog/dir_english/2010/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no173
174,ja,2010-09,2010-09-01,https://www.gamefreak.co.jp/blog/dir/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%94%e5%9b%9e%e3%83%bb/
174,en,2010-09,2010-09-01,https://www.gamefreak.co.jp/blog/dir_english/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no174
175,ja,2010-09,2010-09-10,https://www.gamefreak.co.jp/blog/dir/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%95%e5%9b%9e%e3%83%bb/
175,en,2010-09,2010-09-10,https://www.gamefreak.co.jp/blog/dir_english/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no175
176,ja,2010-09,2010-09-16,https://www.gamefreak.co.jp/blog/dir/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%96%e5%9b%9e%e3%83%bb/
176,en,2010-09,2010-09-16,https://www.gamefreak.co.jp/blog/dir_english/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no176
177,ja,2010-09,2010-09-17,https://www.gamefreak.co.jp/blog/dir/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%97%e5%9b%9e%e3%83%bb/
177,en,2010-09,2010-09-17,https://www.gamefreak.co.jp/blog/dir_english/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no177
178,ja,2010-09,2010-09-22,https://www.gamefreak.co.jp/blog/dir/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%98%e5%9b%9e%e3%83%bb/
178,en,2010-09,2010-09-22,https://www.gamefreak.co.jp/blog/dir_english/2010/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no178
179,ja,2010-12,2010-12-27,https://www.gamefreak.co.jp/blog/dir/2010/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%97%ef%bc%99%e5%9b%9e%e3%83%bb/
179,en,2010-12,2010-12-27,https://www.gamefreak.co.jp/blog/dir_english/2010/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no179
180,ja,2010-12,2010-12-28,https://www.gamefreak.co.jp/blog/dir/2010/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%90%e5%9b%9e%e3%83%bb/
180,en,2010-12,2010-12-28,https://www.gamefreak.co.jp/blog/dir_english/2010/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no180
181,ja,2011-01,2011-01-05,https://www.gamefreak.co.jp/blog/dir/2011/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%91%e5%9b%9e%e3%83%bb/
181,en,2011-01,2011-01-05,https://www.gamefreak.co.jp/blog/dir_english/2011/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no181
182,ja,2011-01,2011-01-07,https://www.gamefreak.co.jp/blog/dir/2011/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%92%e5%9b%9e%e3%83%bb/
182,en,2011-01,2011-01-07,https://www.gamefreak.co.jp/blog/dir_english/2011/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no182
183,ja,2011-01,2011-01-12,https://www.gamefreak.co.jp/blog/dir/2011/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%93%e5%9b%9e%e3%83%bb/
183,en,2011-01,2011-01-12,https://www.gamefreak.co.jp/blog/dir_english/2011/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no183
184,ja,2011-02,2011-02-10,https://www.gamefreak.co.jp/blog/dir/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%94%e5%9b%9e%e3%83%bb/
184,en,2011-02,2011-02-10,https://www.gamefreak.co.jp/blog/dir_english/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no184
185,ja,2011-02,2011-02-14,https://www.gamefreak.co.jp/blog/dir/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%95%e5%9b%9e%e3%83%bb/
185,en,2011-02,2011-02-14,https://www.gamefreak.co.jp/blog/dir_english/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no185
186,ja,2011-02,2011-02-17,https://www.gamefreak.co.jp/blog/dir/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%96%e5%9b%9e%e3%83%bb/
186,en,2011-02,2011-02-17,https://www.gamefreak.co.jp/blog/dir_english/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no186
187,ja,2011-02,2011-02-24,https://www.gamefreak.co.jp/blog/dir/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%97%e5%9b%9e%e3%83%bb/
187,en,2011-02,2011-02-24,https://www.gamefreak.co.jp/blog/dir_english/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no187
188,ja,2011-02,2011-02-25,https://www.gamefreak.co.jp/blog/dir/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%98%e5%9b%9e%e3%83%bb/
188,en,2011-02,2011-02-25,https://www.gamefreak.co.jp/blog/dir_english/2011/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no188
189,ja,2011-03,2011-03-08,https://www.gamefreak.co.jp/blog/dir/2011/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%98%ef%bc%99%e5%9b%9e%e3%83%bb/
189,en,2011-03,2011-03-08,https://www.gamefreak.co.jp/blog/dir_english/2011/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no189
190,ja,2011-03,2011-03-09,https://www.gamefreak.co.jp/blog/dir/2011/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%90%e5%9b%9e%e3%83%bb/
190,en,2011-03,2011-03-09,https://www.gamefreak.co.jp/blog/dir_english/2011/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no190
191,ja,2011-04,2011-04-25,https://www.gamefreak.co.jp/blog/dir/2011/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%91%e5%9b%9e%e3%83%bb/
191,en,2011-04,2011-04-25,https://www.gamefreak.co.jp/blog/dir_english/2011/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no191
192,ja,2011-04,2011-04-27,https://www.gamefreak.co.jp/blog/dir/2011/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%92%e5%9b%9e%e3%83%bb/
192,en,2011-04,2011-04-27,https://www.gamefreak.co.jp/blog/dir_english/2011/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no192
193,ja,2011-05,2011-05-29,https://www.gamefreak.co.jp/blog/dir/2011/05/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%93%e5%9b%9e%e3%83%bb/
193,en,2011-05,2011-05-30,https://www.gamefreak.co.jp/blog/dir_english/2011/05/index.html,https://www.gamefreak.co.jp/blog/dir_english/no193
194,ja,2011-05,2011-05-31,https://www.gamefreak.co.jp/blog/dir/2011/05/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%94%e5%9b%9e%e3%83%bb/
194,en,2011-05,2011-05-31,https://www.gamefreak.co.jp/blog/dir_english/2011/05/index.html,https://www.gamefreak.co.jp/blog/dir_english/no194
195,ja,2011-06,2011-06-01,https://www.gamefreak.co.jp/blog/dir/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%95%e5%9b%9e%e3%83%bb/
195,en,2011-06,2011-06-01,https://www.gamefreak.co.jp/blog/dir_english/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no195
196,ja,2011-06,2011-06-06,https://www.gamefreak.co.jp/blog/dir/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%96%e5%9b%9e%e3%83%bb/
196,en,2011-06,2011-06-06,https://www.gamefreak.co.jp/blog/dir_english/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no196
197,ja,2011-06,2011-06-07,https://www.gamefreak.co.jp/blog/dir/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%97%e5%9b%9e%e3%83%bb/
197,en,2011-06,2011-06-07,https://www.gamefreak.co.jp/blog/dir_english/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no197
198,ja,2011-06,2011-06-08,https://www.gamefreak.co.jp/blog/dir/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%98%e5%9b%9e%e3%83%bb/
198,en,2011-06,2011-06-09,https://www.gamefreak.co.jp/blog/dir_english/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no198
199,ja,2011-06,2011-06-09,https://www.gamefreak.co.jp/blog/dir/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%99%ef%bc%99%e5%9b%9e%e3%83%bb/
199,en,2011-06,2011-06-09,https://www.gamefreak.co.jp/blog/dir_english/2011/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no199
200,ja,2011-08,2011-08-07,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%90%e5%9b%9e%e3%83%bb/
200,en,2011-08,2011-08-08,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-200
201,ja,2011-08,2011-08-08,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%91%e5%9b%9e%e3%83%bb/
201,en,2011-08,2011-08-09,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-201
202,ja,2011-08,2011-08-09,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%92%e5%9b%9e%e3%83%bb/
202,en,2011-08,2011-08-09,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-202
203,ja,2011-08,2011-08-11,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%93%e5%9b%9e%e3%83%bb/
203,en,2011-08,2011-08-12,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-203
204,ja,2011-08,2011-08-14,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%94%e5%9b%9e%e3%83%bb/
204,en,2011-08,2011-08-22,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-204
205,ja,2011-08,2011-08-22,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%95%e5%9b%9e%e3%83%bb/
205,en,2011-08,2011-08-23,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-205
206,ja,2011-08,2011-08-23,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%96%e5%9b%9e%e3%83%bb/
206,en,2011-08,2011-08-23,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-206
207,ja,2011-08,2011-08-25,https://www.gamefreak.co.jp/blog/dir/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%97%e5%9b%9e%e3%83%bb/
207,en,2011-08,2011-08-26,https://www.gamefreak.co.jp/blog/dir_english/2011/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-207
208,ja,2011-09,2011-09-03,https://www.gamefreak.co.jp/blog/dir/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%98%e5%9b%9e%e3%83%bb/
208,en,2011-09,2011-09-05,https://www.gamefreak.co.jp/blog/dir_english/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-208
209,ja,2011-09,2011-09-08,https://www.gamefreak.co.jp/blog/dir/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%90%ef%bc%99%e5%9b%9e%e3%83%bb/
209,en,2011-09,2011-09-08,https://www.gamefreak.co.jp/blog/dir_english/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-209
210,ja,2011-09,2011-09-22,https://www.gamefreak.co.jp/blog/dir/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%90%e5%9b%9e%e3%83%bb/
210,en,2011-09,2011-09-22,https://www.gamefreak.co.jp/blog/dir_english/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-210
211,ja,2011-09,2011-09-22,https://www.gamefreak.co.jp/blog/dir/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%91%e5%9b%9e%e3%83%bb/
211,en,2011-09,2011-09-22,https://www.gamefreak.co.jp/blog/dir_english/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-211
212,ja,2011-09,2011-09-26,https://www.gamefreak.co.jp/blog/dir/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%92%e5%9b%9e%e3%83%bb/
212,en,2011-09,2011-09-28,https://www.gamefreak.co.jp/blog/dir_english/2011/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-212
213,ja,2011-10,2011-10-07,https://www.gamefreak.co.jp/blog/dir/2011/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%93%e5%9b%9e%e3%83%bb/
213,en,2011-10,2011-10-07,https://www.gamefreak.co.jp/blog/dir_english/2011/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-213
214,ja,2011-10,2011-10-07,https://www.gamefreak.co.jp/blog/dir/2011/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%94%e5%9b%9e%e3%83%bb/
214,en,2011-10,2011-10-07,https://www.gamefreak.co.jp/blog/dir_english/2011/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-214
